City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Nakusp,CA,50.2499,-117.8023,53.94,24,42,3.44,scattered clouds
470,Thunder Bay,CA,48.4001,-89.3168,30.29,80,100,12.66,overcast clouds
471,Mashhad,IR,36.297,59.6062,48.34,100,100,4.61,overcast clouds
472,Raga,SS,8.4596,25.678,78.03,55,9,3.87,light rain
473,Eyl,SO,7.9803,49.8164,81.03,82,35,8.1,scattered clouds
474,Yaan,NG,7.3833,8.5667,79.09,76,100,8.41,light rain
475,Bardejov,SK,49.2918,21.2727,35.28,95,94,4.81,overcast clouds
476,San Juan Bautista,PE,-14.0108,-75.7358,67.39,69,0,4.32,clear sky
477,Poum,NC,-20.2333,164.0167,75.83,75,100,1.36,overcast clouds
478,Mosquera,CO,4.7059,-74.2302,59.09,77,40,4.61,scattered clouds
479,Port Hedland,AU,-20.3167,118.5667,87.85,27,13,24.16,few clouds
480,Haines Junction,CA,60.7522,-137.5108,33.75,32,100,5.75,overcast clouds
481,Shushtar,IR,32.0455,48.8567,67.86,20,0,3.29,clear sky
482,Camacupa,AO,-12.0167,17.4833,60.51,98,100,3.51,light rain
483,Hoi An,VN,15.8794,108.335,82.36,80,100,3.74,overcast clouds
484,Baoding,CN,38.8511,115.4903,62.33,35,100,6.17,overcast clouds
485,Zhanaozen,KZ,43.3,52.8,54.97,50,0,4.54,clear sky
486,Aswan,EG,24.0934,32.907,82.56,15,9,5.66,clear sky
487,Bonnyville,CA,54.2668,-110.735,39.0,73,26,5.19,scattered clouds
488,Slave Lake,CA,55.2834,-114.769,37.38,48,20,3.44,few clouds
489,Annau,TM,37.8876,58.516,51.3,93,100,9.22,light rain
490,Saiha,IN,22.4833,92.9667,71.37,74,95,1.39,overcast clouds
491,Vostok,RU,46.4856,135.8833,37.87,52,97,9.19,overcast clouds
492,Pedernales,DO,18.0384,-71.744,78.6,71,94,9.66,overcast clouds
493,Akom,CM,2.6678,12.7109,66.94,97,100,2.04,light rain
494,Algiers,DZ,36.7525,3.042,51.62,94,20,3.44,few clouds
495,Evensk,RU,61.95,159.2333,30.54,81,100,2.01,overcast clouds
496,Yzeure,FR,46.5644,3.355,43.21,77,100,0.67,overcast clouds
497,Half Moon Bay,US,37.4636,-122.4286,64.06,63,0,20.71,clear sky
498,Penzance,GB,50.1186,-5.5371,47.08,71,55,13.87,broken clouds
499,Wajir,KE,1.7471,40.0573,80.49,71,86,14.0,light rain
500,Togur,RU,58.3631,82.8265,28.87,76,95,8.5,overcast clouds
501,Ilulissat,GL,69.2167,-51.1,14.02,73,40,5.75,scattered clouds
502,Saint-Joseph,RE,-21.3667,55.6167,73.78,86,4,9.28,clear sky
503,Zharkent,KZ,44.1628,80.0,63.77,17,28,4.83,scattered clouds
504,Cedeno,CO,7.0464,-72.1634,72.09,95,100,1.23,overcast clouds
505,Honningsvag,NO,70.9821,25.9704,42.55,81,100,9.22,overcast clouds
506,Nichinan,JP,31.6,131.3667,62.28,54,99,1.7,overcast clouds
507,Shemonaikha,KZ,50.6328,81.9056,49.15,44,79,5.77,broken clouds
508,Hohhot,CN,40.8106,111.6522,43.09,87,0,2.24,clear sky
509,Elat,IL,29.5581,34.9482,75.04,22,0,0.0,clear sky
510,Hokitika,NZ,-42.7167,170.9667,62.62,58,0,3.74,clear sky
511,Mpika,ZM,-11.8343,31.4529,61.0,97,97,7.9,overcast clouds
512,Bon Accord,CA,53.8335,-113.4187,42.62,53,58,1.68,broken clouds
513,Yantai,CN,37.5333,121.4,58.59,42,100,5.44,overcast clouds
514,Ningxiang,CN,37.34,111.2052,42.1,71,92,13.13,overcast clouds
515,Boa Vista,BR,2.8197,-60.6733,85.98,58,40,6.91,scattered clouds
516,Bongandanga,CD,1.5,21.05,71.74,95,98,1.83,light rain
517,Molina,CL,-35.1167,-71.2833,57.11,59,5,1.1,clear sky
518,Barcelos,PT,41.5388,-8.6151,57.85,90,0,5.99,clear sky
519,San Lazaro,BZ,18.0387,-88.6622,78.15,73,5,8.43,clear sky
520,San Carlos De Bariloche,AR,-41.1456,-71.3082,55.15,67,75,6.91,broken clouds
521,Vao,NC,-22.6667,167.4833,76.98,71,25,5.66,scattered clouds
522,Beringovskiy,RU,63.05,179.3167,31.28,97,100,9.48,light snow
523,Jining,CN,35.405,116.5814,62.47,46,16,10.2,few clouds
524,Teya,RU,60.3778,92.6267,26.22,86,100,9.44,light snow
525,Klaksvik,FO,62.2266,-6.589,47.32,97,100,15.39,light rain
526,San Quintin,MX,30.4833,-115.95,63.01,73,1,19.22,clear sky
527,Trelew,AR,-43.249,-65.3051,62.11,65,0,22.59,clear sky
528,Santa Maria,BR,-29.6842,-53.8069,61.9,82,0,4.61,clear sky
529,Yangambi,CD,0.8102,24.4336,70.43,95,100,0.49,overcast clouds
530,Mukacheve,UA,48.4392,22.7178,31.3,77,12,6.51,few clouds
531,Tessalit,ML,20.1986,1.0114,71.65,23,0,10.27,clear sky
532,Udachnyy,RU,66.4167,112.4,23.97,94,100,24.34,light snow
533,Ha Tinh,VN,18.3333,105.9,71.51,94,100,6.96,overcast clouds
534,Shamgarh,IN,24.1833,75.6333,80.47,28,0,10.0,clear sky
535,Bubaque,GW,11.2833,-15.8333,74.82,77,5,15.64,clear sky
536,Trat,TH,12.5,102.5,80.91,76,92,2.13,light rain
537,Wenling,CN,28.3669,121.36,57.78,72,100,4.16,overcast clouds
538,Pirenopolis,BR,-15.8525,-48.9592,77.49,67,100,2.55,overcast clouds
539,Kashi,CN,39.4547,75.9797,56.41,24,0,4.47,dust
540,Gornopravdinsk,RU,60.05,69.9,22.12,95,14,5.26,few clouds
541,Talaya,RU,61.3833,152.75,14.29,75,100,0.89,overcast clouds
542,Corinto,GR,37.9407,22.9573,56.41,75,100,8.21,overcast clouds
543,Quebrada Bonita Adentro,PA,9.3,-79.7,80.78,80,83,3.44,broken clouds
544,Zhigalovo,RU,54.8097,105.1578,48.6,82,100,4.54,overcast clouds
545,Biak,ID,-0.9131,122.8766,82.27,67,100,1.97,overcast clouds
546,Hirara,JP,24.8,125.2833,75.47,69,40,9.22,scattered clouds
547,Ampanihy,MG,-24.7,44.75,71.92,90,92,6.17,overcast clouds
548,Daltenganj,IN,24.0333,84.0667,81.41,14,0,4.59,clear sky
549,Vuktyl,RU,63.8567,57.3094,23.41,95,28,6.29,scattered clouds
550,Bagepalli,IN,13.7847,77.7931,74.84,61,7,2.98,clear sky
551,Along,IN,28.1667,94.7667,64.08,92,100,1.34,overcast clouds
552,Lukovetskiy,RU,64.2956,41.9211,32.38,98,100,4.81,overcast clouds
553,Mathathane,BW,-22.2687,28.7495,62.76,86,100,6.8,light rain
554,Vilhena,BR,-12.7406,-60.1458,68.04,95,33,3.22,scattered clouds
555,Mahanoro,MG,-19.9,48.8,73.4,91,40,2.06,light rain
556,Phalombe,MW,-15.8064,35.6507,64.54,98,18,3.09,few clouds
557,Telimele,GN,10.9167,-13.3333,74.7,67,100,5.32,overcast clouds
558,Arlit,NE,18.7369,7.3853,75.78,15,100,6.06,overcast clouds
559,Broome,US,42.2506,-75.833,35.65,59,0,1.99,clear sky
560,Semey,KZ,50.4111,80.2275,41.22,60,0,8.95,clear sky
561,Santa Cruz De Tenerife,ES,28.4682,-16.2546,79.61,39,40,8.05,haze
562,Ballina,AU,-28.8667,153.5667,73.78,77,100,6.91,overcast clouds
563,Khartoum,SD,15.5518,32.5324,84.02,32,3,2.98,clear sky
564,Luderitz,NA,-26.6481,15.1594,68.27,47,0,10.2,clear sky
565,Port Keats,AU,-14.25,129.55,88.38,58,42,0.67,scattered clouds
566,Karlsfeld,DE,48.2167,11.4667,34.63,81,5,6.96,clear sky
567,Beboto,TD,8.2668,16.939,80.31,60,100,7.29,overcast clouds
568,Keetmanshoop,NA,-26.5833,18.1333,68.43,50,0,11.61,clear sky
569,Palmer,US,42.1584,-72.3287,42.4,59,20,6.91,few clouds
570,Turbat,PK,26.0023,63.044,80.56,49,0,3.49,clear sky
571,Ulladulla,AU,-35.35,150.4667,75.78,47,100,3.6,overcast clouds
572,Komsomolskiy,UZ,40.4272,71.7189,63.32,42,32,6.91,scattered clouds
573,Coyula,MX,20.6333,-103.2,83.59,10,98,3.71,overcast clouds
574,Letlhakane,BW,-21.4167,25.5833,61.41,92,28,9.84,scattered clouds
575,Thinadhoo,MV,0.5333,72.9333,83.43,70,100,9.55,overcast clouds
576,Naryan-Mar,RU,67.6713,53.087,32.22,98,100,8.41,overcast clouds
577,Longuenesse,FR,50.734,2.2352,51.42,79,100,8.93,overcast clouds
578,Souillac,MU,-20.5167,57.5167,79.18,89,75,1.14,light rain
579,Marsh Harbour,BS,26.5412,-77.0636,76.37,80,58,12.39,broken clouds
580,Storslett,NO,69.7678,21.0247,37.4,93,100,0.0,overcast clouds
581,Rocha,UY,-34.4833,-54.3333,56.84,92,100,3.94,moderate rain
582,Wuwei,CN,37.9281,102.6414,44.24,34,0,4.12,clear sky
583,Heihe,CN,50.2441,127.4902,45.18,28,33,6.96,scattered clouds
584,Khorinsk,RU,52.1657,109.7726,51.12,50,100,4.99,overcast clouds
585,Nemuro,JP,43.3236,145.575,43.12,82,100,15.59,overcast clouds
586,Muros,ES,42.7762,-9.0603,57.83,77,81,12.5,broken clouds
587,Imaculada,BR,-7.3897,-37.5092,69.42,83,80,3.8,moderate rain
588,Obo,CF,5.3998,26.4869,70.29,74,16,3.58,few clouds
589,Cavalcante,BR,-13.7975,-47.4583,68.04,90,35,4.12,scattered clouds
590,Appleton,US,44.2619,-88.4154,38.88,56,75,8.05,broken clouds
591,Itupiranga,BR,-5.1347,-49.3267,74.64,93,100,0.47,overcast clouds
592,Renqiu,CN,38.6989,116.0936,62.73,32,100,2.17,overcast clouds
593,Kuvshinovo,RU,57.0295,34.1725,24.44,92,28,3.47,scattered clouds
594,Mount Isa,AU,-20.7333,139.5,85.77,21,0,6.91,clear sky
595,Swan River,CA,52.1058,-101.2676,30.09,37,100,3.44,overcast clouds
596,Barcelona,ES,41.3888,2.159,60.55,65,0,5.75,clear sky
597,Kandi,BJ,11.1342,2.9386,87.13,18,100,5.03,overcast clouds
598,Gilgit,PK,35.9221,74.3087,59.76,40,9,3.94,clear sky
599,Cardoso,BR,-20.0819,-49.9142,65.28,71,0,6.78,clear sky
600,Kourou,GF,5.1552,-52.6478,81.1,89,79,7.18,broken clouds
601,Trapani,IT,37.8333,12.6667,53.69,76,40,12.66,scattered clouds
602,Sorong,ID,-0.8833,131.25,85.62,69,100,12.17,overcast clouds
603,Meadow Lake,US,34.8014,-106.5436,77.49,7,0,12.73,clear sky
604,Rapid Valley,US,44.0625,-103.1463,42.31,40,0,35.68,clear sky
605,Agadez,NE,19.75,10.25,75.7,16,100,9.86,overcast clouds
606,Fukue,JP,32.6881,128.8419,61.16,48,0,3.44,clear sky
607,Novaya Zaimka,RU,56.4857,66.9241,33.62,74,100,3.4,overcast clouds
608,Amga,RU,60.8953,131.9608,34.66,61,13,10.33,few clouds
609,Nouadhibou,MR,20.931,-17.0347,66.18,94,40,8.05,scattered clouds
610,Kawalu,ID,-7.3817,108.2082,79.72,79,82,1.88,broken clouds
611,Uinskoye,RU,56.8817,56.5813,32.67,99,100,6.49,light snow
612,Varnavino,RU,57.4035,45.0916,26.42,92,8,4.45,clear sky
613,Ulagan,RU,50.6321,87.9563,40.55,58,100,1.57,overcast clouds
614,Businga,CD,3.3333,20.8833,70.7,98,58,0.43,moderate rain
615,Kaeo,NZ,-35.1,173.7833,68.32,98,100,16.78,light rain
616,Santa Marta De Tormes,ES,40.9506,-5.6272,51.82,71,0,8.05,clear sky
617,Gornoye Loo,RU,43.7129,39.6049,60.58,54,100,4.07,overcast clouds
618,Frontino,CO,6.7801,-76.1288,64.47,98,99,1.3,overcast clouds
619,Seminole,US,28.7086,-81.2081,79.16,76,0,10.36,clear sky
620,Coihaique,CL,-45.5752,-72.0662,50.61,76,75,4.61,broken clouds
621,Lakhdenpokhya,RU,61.5198,30.1992,35.49,90,100,3.94,overcast clouds
622,Mecca,SA,21.4267,39.8261,79.72,36,7,2.51,clear sky
623,Deputatskiy,RU,69.3,139.9,8.26,92,95,3.94,overcast clouds
624,Tatawin,TN,32.9297,10.4518,59.09,77,96,8.12,light rain
625,Tutrakan,BG,44.05,26.6167,40.32,71,100,11.74,overcast clouds
626,Cartagena Del Chaira,CO,1.3349,-74.8429,72.91,98,86,1.99,overcast clouds
627,Sarti,GR,40.1,23.9833,47.71,82,100,19.37,overcast clouds
628,Carahue,CL,-38.7,-73.1667,49.17,88,3,2.15,clear sky
629,Longonjo,AO,-12.9067,15.2533,62.98,95,100,2.57,overcast clouds
630,Karratha,AU,-20.7377,116.8463,87.3,33,6,23.29,clear sky
631,Cotonou,BJ,6.3654,2.4183,84.18,84,40,9.22,thunderstorm
632,Kandrian,PG,-6.2167,149.55,86.99,65,100,5.03,overcast clouds
633,Omboue,GA,-1.5746,9.2618,77.95,91,100,3.91,light rain
634,Jardim De Piranhas,BR,-6.3786,-37.3519,77.5,84,98,3.74,heavy intensity rain
635,Discovery Bay,US,37.9085,-121.6002,72.37,39,0,10.36,clear sky
636,Tahta,EG,26.7693,31.5021,85.35,12,100,8.97,overcast clouds
637,Oksfjord,NO,70.2396,22.3479,42.01,97,100,8.95,overcast clouds
638,Mayo,US,38.8876,-76.5119,51.75,44,0,13.0,clear sky
639,Goderich,CA,43.7501,-81.7165,35.92,64,5,9.22,clear sky
640,Necochea,AR,-38.5473,-58.7368,58.93,83,100,9.82,overcast clouds
641,Dannenberg,DE,53.0967,11.09,42.15,84,8,3.94,clear sky
642,Biltine,TD,14.5333,20.9167,88.05,33,100,3.91,overcast clouds
643,Atar,MR,20.5169,-13.0499,85.59,12,100,2.59,overcast clouds
644,Nosy Varika,MG,-20.5833,48.5333,72.48,92,42,2.75,light rain
645,Jundiai,BR,-23.1864,-46.8842,61.65,95,2,5.97,clear sky
646,Batagay-Alyta,RU,67.8006,130.4114,7.02,88,100,3.69,overcast clouds
647,Linjiang,CN,41.8069,126.9078,54.39,42,14,7.96,few clouds
648,Kismayo,SO,-0.3582,42.5454,82.33,77,100,13.09,overcast clouds
649,Lermontovka,RU,47.1453,134.3383,44.4,51,47,6.96,scattered clouds
650,Panaba,MX,21.2833,-88.2667,76.77,75,0,13.13,clear sky
651,Inga,BR,-7.2808,-35.6044,77.45,96,69,1.74,broken clouds
652,Esso,RU,55.9333,158.7,26.4,77,100,5.23,overcast clouds
653,Kachiry,KZ,53.0675,76.1036,48.63,66,100,11.45,overcast clouds
654,Camacha,PT,33.0833,-16.3333,58.42,82,20,10.36,few clouds
655,Taybad,IR,34.74,60.7756,49.3,84,100,18.99,moderate rain
656,Pontianak,ID,-0.0333,109.3333,76.98,94,20,4.61,light rain
657,Sept-Iles,CA,50.2001,-66.3821,41.52,65,75,11.5,broken clouds
658,Pathein,MM,16.7833,94.7333,84.9,67,2,8.99,clear sky
659,Seoul,KR,37.5683,126.9778,56.8,47,75,5.75,broken clouds
660,Bonavista,CA,48.6499,-53.1147,38.66,99,100,16.53,overcast clouds
661,Bischofswerda,DE,51.1277,14.1797,44.74,79,63,2.64,broken clouds
662,Nouakchott,MR,18.0858,-15.9785,64.33,85,13,15.79,few clouds
663,Lianyuan,CN,27.6883,111.6642,56.23,81,100,1.9,light rain
664,Beruwala,LK,6.4788,79.9828,80.96,80,100,3.42,overcast clouds
665,Saint-Georges,GD,12.0564,-61.7485,78.48,83,20,17.27,few clouds
666,Moussoro,TD,13.6408,16.4901,89.83,25,99,10.04,overcast clouds
667,Manicore,BR,-5.8092,-61.3003,74.23,98,98,1.95,overcast clouds
668,Leh,IN,34.1667,77.5833,35.37,45,0,2.3,clear sky
669,Luanda,AO,-8.8368,13.2343,78.8,89,75,5.75,broken clouds
670,Finschhafen,PG,-6.6024,147.8681,85.26,70,100,3.96,moderate rain
671,Kang,BW,-23.6752,22.7876,60.78,87,0,5.44,clear sky
672,Beisfjord,NO,68.3751,17.5988,43.05,89,100,6.11,overcast clouds
673,Japura,ID,-0.3167,102.35,74.91,99,100,2.17,overcast clouds
674,Chihuahua,MX,28.5,-106.0,78.94,7,100,13.53,overcast clouds
675,Biala Podlaska,PL,52.0324,23.1165,32.52,77,20,6.33,few clouds
676,Rawah,IQ,34.4816,41.9093,66.42,20,81,3.42,broken clouds
677,Skjervoy,NO,70.0311,20.9714,37.4,89,100,8.52,overcast clouds
678,San Cristobal,VE,7.7669,-72.225,69.98,96,100,3.15,overcast clouds
679,Aksu,CN,41.1231,80.2644,55.92,17,3,5.19,clear sky
680,Panalingaan,PH,8.7842,117.4231,83.79,72,100,1.03,overcast clouds
681,Menongue,AO,-14.6585,17.691,61.38,96,17,3.53,few clouds
682,Port Hardy,CA,50.6996,-127.4199,51.98,50,75,20.71,broken clouds
683,Iwaki,JP,37.05,140.8833,65.77,68,94,5.01,overcast clouds
684,Noyabrsk,RU,63.1994,75.4507,16.32,95,60,8.01,broken clouds
685,Lexington,US,37.9887,-84.4777,50.34,47,0,10.36,clear sky
686,Sungaipenuh,ID,-2.0833,101.3833,68.88,93,100,1.25,overcast clouds
687,Kurilsk,RU,45.2333,147.8833,42.17,57,100,7.47,overcast clouds
688,Mbandaka,CD,0.0487,18.2603,73.31,91,86,3.18,overcast clouds
689,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,64.36,65,0,5.35,clear sky
690,Cuamba,MZ,-14.8031,36.5372,65.91,98,21,3.22,few clouds
691,Novyy Urgal,RU,51.0736,132.5642,30.61,83,85,3.02,overcast clouds
692,Nova Granada,BR,-20.5339,-49.3142,71.85,69,0,7.05,clear sky
693,San-Pedro,CI,4.7485,-6.6363,76.96,86,100,2.82,overcast clouds
694,Mandalgovi,MN,45.7625,106.2708,43.92,32,0,13.09,clear sky
695,Ponta Delgada,PT,37.7333,-25.6667,59.72,72,20,12.66,few clouds
696,Coahuayana,MX,18.7333,-103.6833,77.0,71,100,3.33,overcast clouds
697,Sulphur Springs,US,33.1385,-95.6011,67.55,88,75,5.75,broken clouds
698,Yangjiang,CN,21.85,111.9667,68.88,82,100,7.85,overcast clouds
699,Arica,CL,-18.475,-70.3042,65.75,79,21,1.7,few clouds
700,Bobcaygeon,CA,44.5462,-78.542,40.28,68,58,7.58,broken clouds
701,Havoysund,NO,70.9963,24.6622,43.03,96,100,14.25,overcast clouds
702,Caravelas,BR,-17.7125,-39.2481,78.03,63,100,10.63,overcast clouds
703,Igurusi,TZ,-8.85,33.85,61.72,95,70,2.51,broken clouds
704,Zunyi,CN,27.6867,106.9072,49.62,89,100,3.53,overcast clouds
